movie_id,tmdbId,cast,director
3476,2291,"[('Jacob Singer', 'Tim Robbins'), ('Jezebel', 'Elizabeth Peña'), ('Louis', 'Danny Aiello')]",Adrian Lyne
3477,13531,"[('Joe Reaves', 'Anthony LaPaglia'), ('Jane', 'Debi Mazar'), ('Rex Manning', 'Maxwell Caulfield')]",Allan Moyle
3478,16620,"[('Ritchie Valens', 'Lou Diamond Phillips'), ('Donna Ludwig', 'Danielle von Zerneck'), ('Rosie Morales', 'Elizabeth Peña')]",Luis Valdez
3479,526,"[('Phillipe Gaston', 'Matthew Broderick'), ('Captain Etienne Navarre', 'Rutger Hauer'), (""Isabeau d'Anjou"", 'Michelle Pfeiffer')]",Richard Donner
3480,13346,"[('Lucas', 'Corey Haim'), ('Maggie', 'Kerri Green'), ('Cappie', 'Charlie Sheen')]",David Seltzer
3481,243,"[('Rob Gordon', 'John Cusack'), ('Laura', 'Iben Hjejle'), ('Dick', 'Todd Louiso')]",Stephen Frears
3482,-1,[],
3483,10501,"[('Miguel  (voice)', 'Kenneth Branagh'), ('Tulio (voice)', 'Kevin Kline'), ('Chel (voice)', 'Rosie Perez')]",Don Michael Paul
3484,11478,"[('Lucas ""Luke"" McNamara', 'Joshua Jackson'), ('Caleb Mandrake', 'Paul Walker'), ('Will Beckford', 'Hill Harper')]",Rob Cohen
3485,96167,"[('Simona Sana', 'Mimsy Farmer'), ('Father Paul Lenox', 'Barry Primus'), ('Edgar', 'Ray Lovelock')]",Armando Crispino
3486,24212,"[('Michael Carter', 'Hugh McDermott'), ('Nyah', 'Patricia Laffan'), ('Ellen Prestwick', 'Hazel Court')]",David MacDonald
3487,6644,"[('Cole Thornton', 'John Wayne'), ('Sheriff J.P. Harrah', 'Robert Mitchum'), ('Mississippi', 'James Caan')]",Howard Hawks
3488,41038,"[('Dr. Gilbert McKenna', 'Robert Clarke'), ('Ann Russell', 'Patricia Manning'), ('Trudy Osborne', 'Nan Peterson')]",Robert Clarke
3489,879,"[('Peter Banning', 'Robin Williams'), ('Captain James S. Hook', 'Dustin Hoffman'), ('Tinkerbell', 'Julia Roberts')]",Steven Spielberg
3490,32613,"[('Prof. Sir Alexander Saxton', 'Christopher Lee'), ('Dr. Wells', 'Peter Cushing'), ('Captain Kazan', 'Telly Savalas')]",Eugenio Martín
3491,39406,"[('Casey Meadows', 'Deborah Foreman'), ('Battle (as Sam Jones)', 'Sam J. Jones'), ('McBride', 'Howard Hesseman')]",David Beaird
3492,85689,"[(""Ahmed, the Sheik's Son / Sheik Ahmed Ben Hassan"", 'Rudolph Valentino'), (""Yasmin, André's Daughter"", 'Vilma Banky'), ('André Romez', 'George Fawcett')]",George Fitzmaurice
3493,31624,"[('Jane', 'Suzy Kendall'), ('Daniela', 'Tina Aumont'), ('Roberto', 'Luc Merenda')]",Sergio Martino
3494,17529,"[(""Marshall Reuben J. 'Rooster' Cogburn"", 'John Wayne'), ('Mattie Ross', 'Kim Darby'), ('Emmett Quincy', 'Jeremy Slate')]",Henry Hathaway
3495,40841,"[('Joe Mosley', 'John Doe'), ('Sam', 'Adam Horovitz'), ('Othello Jones', 'David Carradine')]",Abbe Wool
3496,118098,"[('Madame Yuvline Sousatzka', 'Shirley MacLaine'), ('Lady Emily', 'Peggy Ashcroft'), ('Jenny', 'Twiggy')]",John Schlesinger
3497,1793,"[('Nora McPhae', 'Marsha Mason'), ('Max Dugan', 'Jason Robards'), ('Charley Lau', 'Charley Lau')]",Herbert Ross
3498,11327,"[('Billy Hayes', 'Brad Davis'), ('Susan', 'Irene Miracle'), ('Tex', 'Bo Hopkins')]",Alan Parker
3499,1700,"[('Paul Sheldon', 'James Caan'), ('Annie Wilkes', 'Kathy Bates'), ('Buster', 'Richard Farnsworth')]",Rob Reiner
3500,54087,"[('Buddy Young Jr.', 'Billy Crystal'), ('Stan', 'David Paymer'), ('Elaine', 'Julie Warner')]",Billy Crystal
3501,34322,"[('Emma Moriarty', 'Sally Field'), ('Murphy Jones', 'James Garner'), ('Bobby Jack Moriarty', 'Brian Kerwin')]",Martin Ritt
3502,41659,"[('Bob Jones', 'Michael Keaton'), ('Gail Jones', 'Nicole Kidman'), ('Paul Ivanovich', 'Bradley Whitford')]",Bruce Joel Rubin
3503,593,"[('Kris Kelvin', 'Donatas Banionis'), ('Hari', 'Natalya Bondarchuk'), ('Dr. Snaut', 'Jüri Järvet')]",Andrei Tarkovsky
3504,10774,"[('Diana Christensen', 'Faye Dunaway'), ('Max Schumacher', 'William Holden'), ('Howard Beale', 'Peter Finch')]",Sidney Lumet
3505,10083,"[('Lt. Cmdr. Tom Farrell', 'Kevin Costner'), ('Defense Secretary David Brice', 'Gene Hackman'), ('Susan Atwell', 'Sean Young')]",Roger Donaldson
3506,29786,"[('Phillip Elliott', 'Nick Nolte'), ('Seth Maxwell', 'Mac Davis'), ('Coach Johnson', 'Charles Durning')]",Ted Kotcheff
3507,11356,"[('Felix Ungar', 'Jack Lemmon'), ('Oscar Madison', 'Walter Matthau'), ('Vinnie', 'John Fiedler')]",Gene Saks
3508,10747,"[('Josey Wales', 'Clint Eastwood'), ('Lone Watie', 'Chief Dan George'), ('Laura Lee', 'Sondra Locke')]",Clint Eastwood
3509,38809,"[('Terry Donager', 'Robert Downey Jr.'), ('Scotty', 'Scott Caan'), ('Sheila King', 'Stacy Edwards')]",James Toback
3510,10559,"[('Frank Sullivan', 'Dennis Quaid'), ('John Sullivan', 'Jim Caviezel'), ('Satch DeLeon', 'Andre Braugher')]",Gregory Hoblit
3511,20697,"[('Gordie Boggs', 'David Arquette'), ('Sean Dawkins', 'Scott Caan'), ('Jimmy King', 'Oliver Platt')]",Brian Robbins
3512,2621,"[('Bob Rueland', 'David Duchovny'), ('Grace Briggs', 'Minnie Driver'), (""Marty O'Reilly"", ""Carroll O'Connor"")]",Bonnie Hunt
3513,10479,"[('Col. Hayes Lawrence ""Hodge"" Hodges II', 'Tommy Lee Jones'), ('Col. Terry L. Childers', 'Samuel L. Jackson'), ('Maj. Mark Biggs', 'Guy Pearce')]",William Friedkin
3514,125709,"[('Joe Gould', 'Ian Holm'), ('Joe Mitchell', 'Stanley Tucci'), ('Therese Mitchell', 'Hope Davis')]",Stanley Tucci
3515,49721,"[('Pamela Drury', 'Rachel Griffiths'), ('Robert Dickson', 'David Roberts'), ('Ben', 'Sandy Winton')]",Pip Karmel
3516,2006,"[('Shep Henderson', 'James Stewart'), ('Gil Holroyd', 'Kim Novak'), ('Nicky Holroyd', 'Jack Lemmon')]",Richard Quine
3517,184885,"[('Mathias', 'Lionel Barrymore'), ('Catharine', 'Caroline Frances Cooke'), ('Jerome Frantz', 'Gustav von Seyffertitz')]",James Young
3518,46625,"[('Mike Max', 'Bill Pullman'), ('Page', 'Andie MacDowell'), ('Ray Bering', 'Gabriel Byrne')]",Wim Wenders
3519,17339,"[('Lieutenant Colonel Barnsby', 'Harrison Ford'), ('Maj. Keith Mallory', 'Robert Shaw'), ('Maritza Petrovich', 'Barbara Bach')]",Guy Hamilton
3520,26879,"[('Dee Dee', 'Annette Funicello'), ('Ricky', 'Dwayne Hickman'), (""B.D. 'Big Deal' MacPherson"", 'Brian Donlevy')]",William Asher
3521,11305,"[('Jun', 'Masatoshi Nagase'), ('Mitsuko', 'Youki Kudoh'), ('Johnny aka Elvis', 'Joe Strummer')]",Jim Jarmusch
3522,48211,"[('Bartolomeo Vanzetti', 'Gian Maria Volonté'), ('Nicola Sacco', 'Riccardo Cucciolla'), ('Frederick Katzmann', 'Cyril Cusack')]",Giuliano Montaldo
3523,28975,"[('Mark Taffin', 'Pierce Brosnan'), (""O'Rourke"", 'Ray McAnally'), ('Charlotte', 'Alison Doody')]",Francis Megahy
3524,13665,"[('Arthur Bach', 'Dudley Moore'), ('Linda Marolla', 'Liza Minnelli'), ('Hobson', 'John Gielgud')]",Steve Gordon
3525,12309,"[('Rick Gassko', 'Tom Hanks'), ('Debbie Thompson', 'Tawny Kitaen'), (""Jay O'Neill"", 'Adrian Zmed')]",Neal Israel
3526,1552,"[('Gil Buckman', 'Steve Martin'), ('Karen Buckman', 'Mary Steenburgen'), ('Helen Buckman Lampkin Bowman', 'Dianne Wiest')]",Ron Howard
3527,106,"[(""Major Alan 'Dutch' Schaeffer"", 'Arnold Schwarzenegger'), ('Major George Dillon', 'Carl Weathers'), ('Anna', 'Elpidia Carrillo')]",John McTiernan
3528,10333,"[('Tom Wingo', 'Nick Nolte'), ('Susan Lowenstein', 'Barbra Streisand'), ('Sally Wingo', 'Blythe Danner')]",Barbra Streisand
3529,11027,"[('Frank Chambers', 'Jack Nicholson'), ('Cora Papadakis', 'Jessica Lange'), ('Nick Papadakis', 'John Colicos')]",Bob Rafelson
3530,61560,"[('Celia Teasdale/Sylvie Bell/Irene Pridworthy/Rowena Coombes/Josephine Hamilton', 'Sabine Azéma'), ('Toby Teasdale/Miles Coombes/Lionel Hepplewick/Joe Hepplewick', 'Pierre Arditi'), ('Le Narrateur', 'Peter Hudson')]",Alain Resnais
3531,123757,"[('Anna', 'Emmanuelle Chaulet'), ('Mark', 'Stephen Lack'), ('Nicole', 'Katherine Bean')]",Jon Jost
3532,-1,[],
3533,27197,"[('Yukinojo Nakamura / Yamitaro the Thief', 'Kazuo Hasegawa'), ('Ohatsu', 'Fujiko Yamamoto'), ('Namiji', 'Ayako Wakao')]",Kon Ichikawa
3534,10468,"[('Gwen Cummings', 'Sandra Bullock'), ('Eddie Boone', 'Viggo Mortensen'), ('Jasper', 'Dominic West')]",Betty Thomas
3535,1359,"[('Patrick Bateman', 'Christian Bale'), ('Det. Donald Kimball', 'Willem Dafoe'), ('Paul Allen', 'Jared Leto')]",Mary Harron
3536,4967,"[('Rabbi Jake Schram', 'Ben Stiller'), ('Father Brian Finn', 'Edward Norton'), ('Anna Riley', 'Jenna Elfman')]",Edward Norton
3537,31776,"[('Henry', 'Paul Newman'), ('Carol', 'Linda Fiorentino'), ('Wayne', 'Dermot Mulroney')]",Marek Kanievska
3538,10557,"[('George Khan', 'Om Puri'), ('Ella Khan', 'Linda Bassett'), ('Nazir Khan', 'Ian Aspinall')]",Damien O'Donnell
3539,27745,"[('Himself (as Johnny Rotten)', 'John Lydon'), ('Himself', 'Steve Jones'), ('Himself', 'Paul Cook')]",Julien Temple
3540,19214,"[('Aaron Reilly', 'William Fichtner'), (""Martha Marie / 'Marty' Talridge"", 'Demi Moore'), (""Jennifer 'Jenny' Talridge"", 'Eloise Eonnet')]",Alain Berliner
3541,46686,"[('Capone', 'Paul Campbell'), ('Ratty', 'Mark Danvers'), ('One Hand', 'Carl Bradshaw')]",Chris Browne
3542,71402,"[('Joe', 'Rip Torn'), ('Joann', 'Sally Kirkland'), ('Karen', 'Phoebe Dorin')]",Milton Moses Ginsberg
3543,13776,"[(""Edward 'Eddie' Simmons"", 'Steve Guttenberg'), (""Laurence 'Shrevie' Schreiber"", 'Daniel Stern'), (""Robert 'Boogie' Sheftell"", 'Mickey Rourke')]",Barry Levinson
3544,26291,"[('Shakes The Clown', 'Bobcat Goldthwait'), ('Judy', 'Julie Brown'), ('Mime Class Instructor', 'Robin Williams')]",Bobcat Goldthwait
3545,10784,"[('Sally Bowles', 'Liza Minnelli'), ('Brian Roberts', 'Michael York'), ('Maximilian von Heune', 'Helmut Griem')]",Bob Fosse
3546,10242,"[('Baby Jane Hudson', 'Bette Davis'), ('Blanche Hudson', 'Joan Crawford'), ('Edwin Flagg', 'Victor Buono')]",Robert Aldrich
3547,27857,"[('Joe Orton', 'Gary Oldman'), ('Kenneth Halliwell', 'Alfred Molina'), ('Peggy Ramsay', 'Vanessa Redgrave')]",Stephen Frears
3548,16347,"[('Mame Dennis', 'Rosalind Russell'), ('Beauregard Jackson Pickett Burnside', 'Forrest Tucker'), ('Vera Charles', 'Coral Browne')]",Morton DaCosta
3549,4825,"[('Sky Masterson', 'Marlon Brando'), ('Sarah Brown', 'Jean Simmons'), ('Nathan', 'Frank Sinatra')]",Joseph L. Mankiewicz
3550,11654,"[('Miriam Blaylock', 'Catherine Deneuve'), ('John', 'David Bowie'), ('Dr. Sarah Roberts', 'Susan Sarandon')]",Tony Scott
3551,10518,"[('Thomas Babington ‚Babe‘ Levy', 'Dustin Hoffman'), ('Christian Szell', 'Laurence Olivier'), ('Henry David ‚Doc‘ Levy', 'Roy Scheider')]",John Schlesinger
3552,11977,"[('Ty Webb', 'Chevy Chase'), ('Al Czervik', 'Rodney Dangerfield'), ('Richter Elihu Smails', 'Ted Knight')]",Harold Ramis
3553,18041,"[('Beau Edson', 'Joshua Jackson'), ('Derrick Webb', 'James Marsden'), ('Naomi Preston', 'Kate Hudson')]",Davis Guggenheim
3554,14736,"[('Kelvin', 'Chris Warren, Jr.'), ('Young Monica', 'Kyla Pratt'), ('Monica Wright', 'Sanaa Lathan')]",Gina Prince-Bythewood
3555,3536,"[('Lt. Andrew Tyler', 'Matthew McConaughey'), ('Lt. Cmdr. Mike Dahlgren', 'Bill Paxton'), ('CPO Henry Klough', 'Harvey Keitel')]",Jonathan Mostow
3556,1443,"[('Mr. Lisbon', 'James Woods'), ('Mrs. Lisbon', 'Kathleen Turner'), ('Lux Lisbon', 'Kirsten Dunst')]",Sofia Coppola
3557,10424,"[('Sgt. John Berlin', 'Andy García'), ('Sgt. Freddy Ross', 'Lance Henriksen'), ('Helena Robertson', 'Uma Thurman')]",Bruce Robinson
3558,80677,"[('Marietta', 'Gina Lollobrigida'), ('Don Cesare', 'Pierre Brasseur'), ('Enrico Tosso', 'Marcello Mastroianni')]",Jules Dassin
3559,28971,"[('Calvero', 'Charlie Chaplin'), ('Terry, a Dancer', 'Claire Bloom'), ('Postant, an Impresario', 'Nigel Bruce')]",Charlie Chaplin
3560,49096,"[('Toyoji', 'Tatsuya Fuji'), ('Seki', 'Kazuko Yoshiyuki'), ('Gisaburo', 'Takahiro Tamura')]",Nagisa Ōshima
3561,310431,"[('Stacy Lancaster', 'Andra Millian'), ('Will Bonner', 'Kevin Costner'), ('Jean Dennison', 'Eve Lilith')]",Jim Wilson
3562,40562,"[('Joline', 'Heather Graham'), ('Jay', 'Casey Affleck'), ('Carl', 'Luke Wilson')]",Lisa Krueger
3563,9456,"[('Alex Corvis', 'Eric Mabius'), ('Erin Randall', 'Kirsten Dunst'), ('Nathan Randall', 'William Atherton')]",Bharat Nalluri
3564,889,"[('Fred Flintstone', 'Mark Addy'), ('Barney Rubble', 'Stephen Baldwin'), ('Wilma Slaghoople', 'Kristen Johnston')]",Brian Levant
3565,10564,"[('Novalee Nation', 'Natalie Portman'), ('Lexie Coop', 'Ashley Judd'), (""Thelma 'Sister' Husband"", 'Stockard Channing')]",Matt Williams
3566,15723,"[('Larry Mann', 'Kevin Spacey'), ('Phil Cooper', 'Danny DeVito'), ('Bob Walker', 'Peter Facinelli')]",John Swanbeck
3567,19600,"[('Mary Ann Simpson', 'Amy Irving'), ('Pedro Paulo', 'Antônio Fagundes'), ('Acácio', 'Alexandre Borges')]",Bruno Barreto
3568,125537,"[('Chris Remi', 'Derick Martini'), ('Alison', 'Amy Hathaway'), ('Tony Remi', 'Steven Martini')]",Kevin Jordan
3569,452,"[('Karen', 'Bodil Jørgensen'), ('Stoffer', 'Jens Albinus'), ('Susanne', 'Anne Louise Hassing')]",Lars von Trier
3570,68170,"[('Sir Richard Naylor', 'Michael Gambon'), ('Lady Myra Naylor', 'Maggie Smith'), ('Lois Farquar', 'Keeley Hawes')]",Deborah Warner
3571,36234,"[('Evan Wantz', 'Xander Berkeley'), ('Onyx Richardson', 'Golden Brooks'), ('Emma', 'Saffron Burrows')]",Mike Figgis
3572,39283,"[('Dr. Jane Tiptree', 'Diane Ladd'), (""'Doc' Smith"", 'Raphael Sbarge'), (""Ann 'Thrush'"", 'Jennifer Runyon')]",Adam Simon
3573,65460,"[('Jack Reed', 'John Savage'), ('Maj. Tom McQuade', 'Cliff De Young'), ('Ben Kahane', 'Don Stroud')]",Louis Morneau
3574,55667,"[('Col. Rance Higgins', 'Scott Valentine'), ('Dr. Hodges', 'Janet Gunn'), ('Polchek', 'Rick Dean')]",Jonathan Winfrey
3575,31978,"[('Griff', 'Daniel Chilson'), ('Todd Bentley', 'Niklaus Lange'), ('Pete Bradley', 'Don Handfield')]",John Keitel
3576,12476,"[('Lloyd Gallagher', 'Kyle MacLachlan'), ('Tom Beck', 'Michael Nouri'), ('Brenda Lee Van Buren', 'Claudia Christian')]",Jack Sholder
3577,5241,"[('April Delongpre', 'Sherilyn Fenn'), ('Perry', 'Richard Tyson'), ('Belle Delongpre', 'Louise Fletcher')]",Zalman King
3578,98,"[('Maximus', 'Russell Crowe'), ('Commodus', 'Joaquin Phoenix'), ('Lucilla', 'Connie Nielsen')]",Ridley Scott
3579,21311,"[('Kuki Gallmann', 'Kim Basinger'), ('Paolo Gallmann', 'Vincent Pérez'), ('7-Year-Old Emanuele', 'Liam Aiken')]",Hugh Hudson
3580,47724,"[('Mary Panton', 'Kristin Scott Thomas'), ('Rowley Flint', 'Sean Penn'), ('Princess San Ferdinando', 'Anne Bancroft')]",Philip Haas
3581,11129,"[('Jip', 'John Simm'), ('Moff', 'Danny Dyer'), ('Lulu', 'Lorraine Pilkington')]",Justin Kerrigan
3582,94214,[],
3583,117781,"[('The Widow', 'Cyd Charisse'), ('Roxane', 'Moira Shearer'), ('The Gold Digger / Carmen', 'Zizi Jeanmaire')]",Terence Young
3584,1058,"[('Jesse Lujack', 'Richard Gere'), ('Monica Poiccard', 'Valérie Kaprisky'), ('Birnbaum', 'Art Metrano')]",Jim McBride
3585,37112,"[('James J. Andrews', 'Fess Parker'), ('William A. Fuller', 'Jeffrey Hunter'), ('William Campbell', 'Jeff York')]",Francis D. Lyon
3586,42159,"[(""Vincent 'Vinnie' Vacarri"", 'Ray Sharkey'), ('Caesare', 'Peter Gallagher'), ('Gino Pilato', 'Joe Pantoliano')]",Taylor Hackford
3587,16395,"[('Mark Elliot', 'Leigh McCloskey'), ('Rose Elliot', 'Irene Miracle'), ('Carol', 'Alida Valli')]",Dario Argento
3588,50627,"[('David Staebler', 'Jack Nicholson'), ('Jason Staebler', 'Bruce Dern'), ('Sally', 'Ellen Burstyn')]",Bob Rafelson
3589,5608,"[('Siegfried', 'Uwe Beyer'), ('Brunhild', 'Karin Dor'), ('Kriemhild', 'Maria Marlow')]",Harald Reinl
3590,38925,"[('Chico Tyrell', 'Perry King'), ('Stanley Rosiello', 'Sylvester Stallone'), ('Butchey Weinstein', 'Henry Winkler')]",Martin Davidson
3591,13105,"[('Jack Butler', 'Michael Keaton'), ('Caroline Butler', 'Teri Garr'), ('Alex', 'Fred Koehler')]",Stan Dragoti
3592,22501,"[('Jaffar (voice)', 'Jean Valmont'), ('Silbad (voice)', 'Michel Elias'), ('Piel (voice)', 'Frédéric Legros')]",René Laloux
3593,5491,"[('Terl', 'John Travolta'), ('Jonnie Goodboy Tyler', 'Barry Pepper'), ('Ker', 'Forest Whitaker')]",Roger Christian
3594,10560,"[('Jody Sawyer', 'Amanda Schull'), ('Eva Rodríguez', 'Zoe Saldana'), ('Maureen Cummings', 'Susan May Pratt')]",Nicholas Hytner
3595,19489,"[('Michael', 'Jamie Foxx'), ('Rae', 'Nia Long'), ('Pembry', 'Barry Corbin')]",Steve Rash
3596,19419,"[('Willard Fillmore', 'Norm Macdonald'), ('Rusty P. Hayes', 'Dave Chappelle'), ('Grover Cleaver', 'Danny DeVito')]",Scott Alexander
3597,23531,"[('Mia', 'Amanda Peet'), ('Brad', 'Brian Van Holt'), ('Jonathan', 'Jonathan Abrahams')]",Peter M. Cohen
3598,10688,"[('Hamlet', 'Ethan Hawke'), ('Claudius', 'Kyle MacLachlan'), ('Gertrude', 'Diane Venora')]",Michael Almereyda
3599,17889,"[('Clarence Doolittle', 'Frank Sinatra'), ('Susan Abbott', 'Kathryn Grayson'), ('Joseph Brady', 'Gene Kelly')]",George Sidney
3600,18228,"[('Chad Gates', 'Elvis Presley'), ('Maile Duval', 'Joan Blackman'), ('Sarah Lee Gates', 'Angela Lansbury')]",Norman Taurog
3601,80351,"[('Lincoln Costain', 'James Garner'), ('Henrietta MacAvoy', 'Vera Miles'), (""Booton 'Little Maca' MacAvoy"", 'Eric Shea')]",Vincent McEveety
3602,18642,"[('Tulsa McLean', 'Elvis Presley'), ('Lili', 'Juliet Prowse'), ('Cookie', 'Robert Ivers')]",Norman Taurog
3603,205054,"[('Danny Devlin', 'Kevin Coughlin'), ('Karen', 'Brooke Bundy'), ('Elliot Crane (as Larry Casey)', 'Lawrence P. Casey')]",Bruce Kessler
3604,39391,"[('Louise Hovick - aka Gypsy Rose Lee', 'Natalie Wood'), ('Rose Hovick', 'Rosalind Russell'), ('Herbie Sommers', 'Karl Malden')]",Mervyn LeRoy
3605,18644,"[('Danny Fisher', 'Elvis Presley'), ('Ronnie', 'Carolyn Jones'), ('Maxie Fields', 'Walter Matthau')]",Michael Curtiz
3606,31516,"[('Gabey', 'Gene Kelly'), ('Chip', 'Frank Sinatra'), ('Ozzie', 'Jules Munshin')]",Stanley Donen
3607,45827,"[('Keyes', 'James Garner'), ('Doris', 'Vera Miles'), ('Capt. Stewart', 'Pat Hingle')]",Bernard McEveety
3608,5683,"[('Pee-wee Herman', 'Paul Reubens'), ('Dottie', 'E.G. Daily'), ('Francis', 'Mark Holton')]",Tim Burton
3609,113279,[],Barbara Sonneborn
3610,2094,"[('Charlie Rogers', 'Elvis Presley'), ('Maggie Morgan', 'Barbara Stanwyck'), ('Joe Lean', 'Leif Erickson')]",John Rich
3611,14906,"[('Joe Carioca', 'José Oliveira'), ('Narrator', 'Fred Shields'), ('Goofy (voice) (archive footage) (uncredited)', 'Pinto Colvig')]",William Roberts
3612,16176,"[('Cinderella', 'Gemma Craven'), ('Stepmother', 'Margaret Lockwood'), ('King', 'Michael Hordern')]",Bryan Forbes
3613,52770,"[('Gino', 'Don Ameche'), ('Jerry', 'Joe Mantegna'), (""Joseph 'Don Giuseppe' Vincent"", 'Robert Prosky')]",David Mamet
3614,12518,"[('Jack Singer', 'Nicolas Cage'), ('Tommy Korman', 'James Caan'), ('Betsy / Donna', 'Sarah Jessica Parker')]",Andrew Bergman
3615,10567,"[('Aladar (voice)', 'D. B. Sweeney'), ('Plio (voice)', 'Alfre Woodard'), ('Yar (voice)', 'Ossie Davis')]",Ralph Zondag
3616,10642,"[('Paul Tannek', 'Jason Biggs'), ('Dora Diamond', 'Mena Suvari'), ('Adam', 'Zak Orth')]",Amy Heckerling
3617,9285,"[('Josh Parker', 'Breckin Meyer'), ('E.L.', 'Seann William Scott'), ('Beth Wagner', 'Amy Smart')]",Todd Phillips
3618,10569,"[('Ray', 'Woody Allen'), ('Candy Salesperson', 'Carolyn Saxon'), ('Frenchy', 'Tracey Ullman')]",Woody Allen
3619,21879,"[('Newbomb Turk', 'Robert Wuhl'), ('Duke', 'Tony Danza'), ('Sally', 'Fran Drescher')]",Floyd Mutrux
3620,98502,"[('Lena', 'Blythe Danner'), ('Cezanne', 'James Le Gros'), ('Mia', 'Julianne Moore')]",Bart Freundlich
3621,21484,"[('Anna / Helen', 'Isabelle Adjani'), ('Mark', 'Sam Neill'), ('Margit Gluckmeister', 'Margit Carstensen')]",Andrzej Żuławski
3622,24918,"[('Ippolit Vorobyaninov', 'Ron Moody'), ('Ostap Bender', 'Frank Langella'), ('Father Fyodor', 'Dom DeLuise')]",Mel Brooks
3623,955,"[('Ethan Hunt', 'Tom Cruise'), ('Sean Ambrose', 'Dougray Scott'), ('Nyah Nordoff-Hall', 'Thandie Newton')]",John Woo
3624,8584,"[('Chon Wang', 'Jackie Chan'), (""Roy O'Bannon"", 'Owen Wilson'), ('Princess Pei Pei', 'Lucy Liu')]",Tom Dey
3625,47295,[],Jon Reiss
3626,11332,"[('Philip Emmenthal', 'John Standing'), ('Storey Emmenthal', 'Matthew Delamere'), ('Kito', 'Vivian Wu')]",Peter Greenaway
3627,16093,"[('Mary Henry', 'Candace Hilligoss'), ('Mrs. Thomas, Landlady', 'Frances Feist'), ('John Linden', 'Sidney Berger')]",Herk Harvey
3628,29372,"[('Jim Gordon', 'John Wayne'), (""Woodrow 'Woody' Jason"", 'John Carroll'), ('Brooke Elliott', 'Anna Lee')]",David Miller
3629,962,"[('The Lone Prospector', 'Charlie Chaplin'), ('Georgia', 'Georgia Hale'), ('Big Jim McKay', 'Mack Swain')]",Charlie Chaplin
3630,5483,"[('Leandro', 'Telly Savalas'), ('Lisa Reiner', 'Elke Sommer'), ('Sophia Lehar', 'Sylva Koscina')]",Mario Bava
3631,21060,"[('Alex Stratton', 'Keri Jo Chapman'), ('Grace Miller', 'Teresa Garrett'), ('Mark Anderson', 'Derrick Sanders')]",Kelli Herd
3632,30588,"[('Henri Verdoux', 'Charlie Chaplin'), ('Mona Verdoux', 'Mady Correll'), ('Peter Verdoux', 'Allison Roddan')]",Charlie Chaplin
3633,668,"[('James Bond', 'George Lazenby'), ('Tracy Di Vicenzo', 'Diana Rigg'), ('Ernst Stavro Blofeld', 'Telly Savalas')]",Peter R. Hunt
3634,23518,"[('Gen. James Mattoon Scott', 'Burt Lancaster'), (""Col. Martin 'Jiggs' Casey"", 'Kirk Douglas'), ('President Jordan Lyman', 'Fredric March')]",John Frankenheimer
3635,691,"[('James Bond', 'Roger Moore'), ('Major Anya Amasova', 'Barbara Bach'), ('Karl Stromberg', 'Curd Jürgens')]",Lewis Gilbert
3636,31353,"[('François', 'Pascal Greggory'), ('Claire', 'Valeria Bruni Tedeschi'), ('Jean-Marie', 'Charles Berling')]",Patrice Chéreau
3637,44018,"[('Mona Bergeron, a vagabond', 'Sandrine Bonnaire'), ('Mme Landier', 'Macha Méril'), ('Jean-Pierre', 'Stéphane Freiss')]",Agnès Varda
3638,698,"[('James Bond', 'Roger Moore'), ('Dr. Holly Goodhead', 'Lois Chiles'), ('Hugo Drax', 'Michael Lonsdale')]",Lewis Gilbert
3639,682,"[('James Bond', 'Roger Moore'), ('Francisco Scaramanga', 'Christopher Lee'), ('Mary Goodnight', 'Britt Ekland')]",Guy Hamilton
3640,28973,"[('King Shahdov', 'Charlie Chaplin'), ('Queen Irene', 'Maxine Audley'), ('Prime Minister Voudel', 'Jerry Desmonde')]",Charlie Chaplin
3641,28974,"[('Marie St. Clair', 'Edna Purviance'), (""Marie's Step-Father"", 'Clarence Geldart'), ('Jean Millet', 'Carl Miller')]",Charlie Chaplin
3642,40685,"[('Tom Craig', 'John Wayne'), ('Lacey Miller', 'Binnie Barnes'), ('Britt Dawson', 'Albert Dekker')]",William C. McGann
3643,22994,"[('Lt. Cmdr. Wedge Donovan', 'John Wayne'), ('Constance Chesley', 'Susan Hayward'), ('Lt. Cmdr. Robert Yarrow', ""Dennis O'Keefe"")]",Edward Ludwig
3644,40639,"[('Miss Mary McCloud', 'Claire Trevor'), ('Bob Seton', 'John Wayne'), (""William 'Will' Cantrell"", 'Walter Pidgeon')]",Raoul Walsh
3645,499,"[('Cléo Victoire, Florence', 'Corinne Marchand'), ('Antoine', 'Antoine Bourseiller'), ('Angèle', 'Dominique Davray')]",Agnès Varda
3646,9600,"[('Malcolm Turner', 'Martin Lawrence'), ('Sherry Pierce', 'Nia Long'), ('John', 'Paul Giamatti')]",Raja Gosnell
3647,120077,"[('', 'Chase Moore'), ('', 'Maria Geelbooi'), ('', 'Jan Decleir')]",Sergei Bodrov
3648,38006,"[('Tom Friend', 'Forrest Tucker'), ('Dr. John Rollason', 'Peter Cushing'), ('Lhama', 'Arnold Marlé')]",Val Guest
3649,2768,"[('Julian Kaye', 'Richard Gere'), ('Michelle Stratton', 'Lauren Hutton'), ('Cloak Room Girl', 'Judith Ransdell')]",Paul Schrader
