movie_id,title,director,actors,synopsis,genres,poster,year
3564,"Flintstones in Viva Rock Vegas, The",Brian Levant,"[('Fred Flintstone', 'Mark Addy'), ('Barney Rubble', 'Stephen Baldwin'), ('Wilma Slaghoople', 'Kristen Johnston')]","The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?","[""Children's"", 'Comedy']",/nEkMYwctrUH8ueaAcJFZnAEltMX.jpg,2000
3565,Where the Heart Is,Matt Williams,"[('Novalee Nation', 'Natalie Portman'), ('Lexie Coop', 'Ashley Judd'), (""Thelma 'Sister' Husband"", 'Stockard Channing')]","Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside in Sequoyah, Okla., and takes refuge in the friendly aisles of Wal-Mart. In short order, some eccentric, kindly strangers ""adopt"" Novalee and her infant daughter, helping them buck the odds and build a new life.","['Comedy', 'Drama']",/rNP5NSdXzl6y5CuQ6Sh2JmEnvt5.jpg,2000
3566,"Big Kahuna, The",John Swanbeck,"[('Larry Mann', 'Kevin Spacey'), ('Phil Cooper', 'Danny DeVito'), ('Bob Walker', 'Peter Facinelli')]","Three salesmen working for a firm that makes industrial lubricants are waiting in the company's ""hospitality suite"" at a manufacturers' convention for a ""big kahuna"" named Dick Fuller to show up, in hopes they can persuade him to place an order that could salvage the company's flagging sales.","['Comedy', 'Drama']",/9rAKJlffPWstGXL2HYOmoboaFBF.jpg,2000
3567,Bossa Nova,Bruno Barreto,"[('Mary Ann Simpson', 'Amy Irving'), ('Pedro Paulo', 'Antônio Fagundes'), ('Acácio', 'Alexandre Borges')]","Bossa Nova is a romantic comedy that enfolds many love convergences and divergences, in today’s Rio de Janeiro. It’s in the city’s “useless landscape” that the lonely hearts of nine characters will cross destinies and they’ll discover new passions. The meeting place for these journeys is a charming English teacher, Mary Ann Simpson, former airline stewardess, who’s been living in Rio for two years, since she became a widow, and the newly separated Pedro Paulo. They approach each other without a hint that their lives will be linked by many characters and incidents.",['Comedy'],/szMWQdRLlR9CtuBGyE5Ec7YpETO.jpg,1999
3568,Smiling Fish and Goat on Fire,Kevin Jordan,"[('Chris Remi', 'Derick Martini'), ('Alison', 'Amy Hathaway'), ('Tony Remi', 'Steven Martini')]","Two brothers share a house in LA's Fairfax district: Tony's a feckless actor, Chris is an accountant. Both are in relationships on rocky ground. As these emotions swirl, Tony meets his US Postal Service letter carrier, a single mom named Kathy who's come to LA from Wyoming with her daughter, a budding actress. Chris meets Anna, an Italian beauty working in the States for a few months wrangling animals on movie sets. Chris also befriends Clive, an aging and crusty man whose longing for his recently-deceased wife is a portrait of true love. Can Clive's example help Chris sort out his love life, and can Tony grow up enough to see the possibilities with Kathy and her daughter?",['Drama'],/dCN855wZvVo5jH6oSdpdPQNKGI.jpg,1999
3569,"Idiots, The (Idioterne)",Lars von Trier,"[('Karen', 'Bodil Jørgensen'), ('Stoffer', 'Jens Albinus'), ('Susanne', 'Anne Louise Hassing')]",With his first Dogma-95 film director Lars von Trier opens up a completely new film platform. With a mix of home-video and documentary styles the film tells the story of a group of young people who have decided to get to know their “inner-idiots” and thus not only facing and breaking their outer appearance but also their inner.,"['Comedy', 'Drama']",/myMAaET7kCGSp3vyUcvd8hwTnD6.jpg,1998
3570,"Last September, The",Deborah Warner,"[('Sir Richard Naylor', 'Michael Gambon'), ('Lady Myra Naylor', 'Maggie Smith'), ('Lois Farquar', 'Keeley Hawes')]","In 1920s Ireland, an elderly couple reside over a tired country estate. Living with them are their high-spirited niece, their Oxford student nephew, and married house guests, who are trying to cover up that they are presently homeless. The niece enjoys romantic frolics with a soldier and a hidden guerrilla fighter. All of the principals are thrown into turmoil when one more guest arrives with considerable wit and unwanted advice.",['Drama'],/7m1dbfcXJZHAUYLpRa9doLya2In.jpg,1999
3571,Time Code,Mike Figgis,"[('Evan Wantz', 'Xander Berkeley'), ('Onyx Richardson', 'Golden Brooks'), ('Emma', 'Saffron Burrows')]","A production company begins casting for its next feature, and an up-and-coming actress named Rose tries to manipulate her filmmaker boyfriend, Alex, into giving her a screen test. Alex's wife, Emma, knows about the affair and is considering divorce, while Rose's girlfriend secretly spies on her and attempts to sabotage the relationship. The four storylines in the film were each shot in one take and are shown simultaneously, each taking up a quarter of the screen.",['Drama'],/lgVzwhUnXEzbAWjJjcmzaGgM7Es.jpg,2000
3572,Carnosaur,Adam Simon,"[('Dr. Jane Tiptree', 'Diane Ladd'), (""'Doc' Smith"", 'Raphael Sbarge'), (""Ann 'Thrush'"", 'Jennifer Runyon')]","After being driven to extinction, great bloodthirsty dinosaurs come back to life with the assistance of a demented genetic scientist. She plans to replace the human race with a super-race of dinosaurs who will not pollute the planet.","['Horror', 'Sci-Fi']",/c5BRRRIbM7ZOhGHITbJGVpDpDi7.jpg,1993
3573,Carnosaur 2,Louis Morneau,"[('Jack Reed', 'John Savage'), ('Maj. Tom McQuade', 'Cliff De Young'), ('Ben Kahane', 'Don Stroud')]",A team of scientists go to a nuclear mining facility to investigate a possible meltdown and instead find a large amount of cloned dinosaurs.,"['Horror', 'Sci-Fi']",/bGuXeWTn6JNYcGdORwvSSI2U5BI.jpg,1995
3574,Carnosaur 3: Primal Species,Jonathan Winfrey,"[('Col. Rance Higgins', 'Scott Valentine'), ('Dr. Hodges', 'Janet Gunn'), ('Polchek', 'Rick Dean')]","International terrorists get a surprise when their cargo turns out to contain living dinosaurs. The army commando team now have to think fast, if they want to prevent the extinction of the human species, instead of the reptiles.","['Horror', 'Sci-Fi']",/ewNhASQV6zZnzomND2m1VBfs2Hh.jpg,1996
3575,Defying Gravity,John Keitel,"[('Griff', 'Daniel Chilson'), ('Todd Bentley', 'Niklaus Lange'), ('Pete Bradley', 'Don Handfield')]",John Keitel wrote the film based on his personal undergraduate experience and filmed campus footage in the neighborhood and environs surrounding his graduate film school alma mater USC.,['Drama'],/jyyhSMOhyq3SphiwWy2av3W2nfC.png,1997
3576,"Hidden, The",Jack Sholder,"[('Lloyd Gallagher', 'Kyle MacLachlan'), ('Tom Beck', 'Michael Nouri'), ('Brenda Lee Van Buren', 'Claudia Christian')]","An alien is on the run in America. To get his kicks, it kills anything that gets in its way, and uses the body as a new hiding place. This alien has a goal in life; power. Hotly pursued by another alien (who's borrowed the body of a dead FBI agent), lots of innocent people die in the chase.","['Action', 'Horror', 'Sci-Fi']",/5CEVBtcNEhz9zJxAKpdaYUAL700.jpg,1987
3577,Two Moon Juction,Zalman King,"[('April Delongpre', 'Sherilyn Fenn'), ('Perry', 'Richard Tyson'), ('Belle Delongpre', 'Louise Fletcher')]","A young Southern débutante temporarily abandons her posh lifestyle and upcoming, semi-arranged marriage to have a lustful and erotic fling with a rugged drifter who works at a local carnival.",['Drama'],/l06WvRHE9pTLp8QYknkKr74uWqJ.jpg,1988
3578,Gladiator,Ridley Scott,"[('Maximus', 'Russell Crowe'), ('Commodus', 'Joaquin Phoenix'), ('Lucilla', 'Connie Nielsen')]","In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.","['Action', 'Drama']",/6WBIzCgmDCYrqh64yDREGeDk9d3.jpg,2000
3579,I Dreamed of Africa,Hugh Hudson,"[('Kuki Gallmann', 'Kim Basinger'), ('Paolo Gallmann', 'Vincent Pérez'), ('7-Year-Old Emanuele', 'Liam Aiken')]","Inspired by the true story of indomitable Kuki Gallmann, the film tells of a beautiful and inquisitive woman who had the courage to escape from her comfortable yet monotonous life in Italy to start anew in the African wilderness with her son, Emanuele, and her new husband, Paolo. Gallmann faces great danger there but eventually becomes a celebrated conservationist.",['Drama'],/7ryJpWMbI9YerAYI6dvidGZfOzp.jpg,2000
3580,Up at the Villa,Philip Haas,"[('Mary Panton', 'Kristin Scott Thomas'), ('Rowley Flint', 'Sean Penn'), ('Princess San Ferdinando', 'Anne Bancroft')]","Superficial people are revealed and drastically changed by circumstance or luck in this a tale of death, seduction, blackmail and theft among British and Americans in Florence in the turbulent days just before World War II.",['Drama'],/1WdR0dOb2ZhwyoqCN1owhqZ1M2I.jpg,2000
3581,Human Traffic,Justin Kerrigan,"[('Jip', 'John Simm'), ('Moff', 'Danny Dyer'), ('Lulu', 'Lorraine Pilkington')]","All that exists now is clubs, drugs, pubs and parties. I've got 48 hours off from the world, man I'm gonna blow steam out of my head like a screaming kettle. I'm gonna talk cods hit to strangers all night. I'm gonna lose the plot on the dance floor, the free radicals inside me are freaking man!  Tonight I'm Jip Travolta, I'm Peter Popper, I'm going to Never Never Land with my chosen family, man. We're going to get more spaced out than Neil Armstrong ever did.  Anything could happen tonight, you know? This could be the best night of my life! I've got 73 quid in my back burner. I'm gonna wax the lot, man.  The milky bars are on me! Yeah!",['Drama'],/4FmaeS2uBVhpjnFuGphV5lAKXZ7.jpg,1999
3582,"Jails, Hospitals & Hip-Hop",,[],"Jails, Hospitals &amp; Hip-Hop is a cinematic tour de force that is unprecedented in film or hip-hop history. From the mind of Brooklyn actor, performance artist and hip-hop activist Danny Hoch, this film spins out the stories of ten lives shocked by global hip-hop, the prison system and life in general. Moving masterfully in and out of the characters while the camera cuts from film narrative to live performances, Danny blows your mind and makes you look at cultural power in a new way that is hysterically funny, tragically sad and uplifting all at once.",['Drama'],,2000
3583,Black Tights (Les Collants Noirs),Terence Young,"[('The Widow', 'Cyd Charisse'), ('Roxane', 'Moira Shearer'), ('The Gold Digger / Carmen', 'Zizi Jeanmaire')]","Live scenes of Paris and a continuity Narrator link together four dramatic choreographies, all by Roland Petit: Carmen (1949), La croqueuse de diamants (1950), Deuil en 24 heures (1953), and Cyrano de Bergerac (1959).",['Drama'],/vn6VRjNyYtJXsXUVDFrAjdxp3pc.jpg,1960
3584,Breathless,Jim McBride,"[('Jesse Lujack', 'Richard Gere'), ('Monica Poiccard', 'Valérie Kaprisky'), ('Birnbaum', 'Art Metrano')]","Jesse has to get out of Las Vegas quickly, and steals a car to drive to L.A. On the way he shoots a police man. When he makes it to L.A. he stays with Monica, a girl he has only known for a few days. As the film progresses, the police get closer to him, and the crimes escalate.","['Action', 'Drama', 'Romance', 'Thriller']",/nBpXuTyhcqx2semf39zGXZl65H3.jpg,1983
3585,"Great Locomotive Chase, The",Francis D. Lyon,"[('James J. Andrews', 'Fess Parker'), ('William A. Fuller', 'Jeffrey Hunter'), ('William Campbell', 'Jeff York')]","During the Civil War, a Union spy, Andrews, is asked to lead a band of Union soldiers into the South so that they could destroy the railway system. However, things don't go as planned when the conductor of the train that they stole is on to them and is doing everything he can to stop them. Based on a true story.","['Adventure', 'War']",/bie1hl0e1OrTXLsoYXdrvUPI7cD.jpg,1956
3586,"Idolmaker, The",Taylor Hackford,"[(""Vincent 'Vinnie' Vacarri"", 'Ray Sharkey'), ('Caesare', 'Peter Gallagher'), ('Gino Pilato', 'Joe Pantoliano')]","Based on the life of rock promoter/producer Bob Marucci, who discovered, among others, Frankie Avalon and Fabian.",['Drama'],/eF14dhUt06TNJkkA1xtOSjMV7a4.jpg,1980
3587,Inferno,Dario Argento,"[('Mark Elliot', 'Leigh McCloskey'), ('Rose Elliot', 'Irene Miracle'), ('Carol', 'Alida Valli')]",A young man returns from Rome to his sister's satanic New York apartment house.,['Horror'],/oTTIGtDkRRwTklBnPtjyyxXe46H.jpg,1980
3588,"King of Marvin Gardens, The",Bob Rafelson,"[('David Staebler', 'Jack Nicholson'), ('Jason Staebler', 'Bruce Dern'), ('Sally', 'Ellen Burstyn')]","Jason Staebler lives on the Boardwalk and fronts for the local mob in Atlantic City. He is a dreamer, who asks his brother David, a radio personality from Philadelphia to help him build a paradise on a Pacific Island, yet another of his get-rich-quick schemes. But luck is against them both and the game ends badly - real life reduced to radio drama.","['Crime', 'Drama']",/4yK3lgCOTVrsSBN3k305lOA5gRe.jpg,1972
3589,"Kill, Baby... Kill! (Operazione Paura)",Harald Reinl,"[('Siegfried', 'Uwe Beyer'), ('Brunhild', 'Karin Dor'), ('Kriemhild', 'Maria Marlow')]",A young hero defeats a dragon to find acceptance to the court of burgundy.,['Horror'],/lCwGPS11SRBzdASdlb7L1PSmEUr.jpg,1966
3590,"Lords of Flatbush, The",Martin Davidson,"[('Chico Tyrell', 'Perry King'), ('Stanley Rosiello', 'Sylvester Stallone'), ('Butchey Weinstein', 'Henry Winkler')]","Directed by Martin Davidson and Stephen Verona, The Lords of Flatbush is a low budget film starring Perry King, Henry Winkler and Sylvester Stallone (who also wrote additional dialog). Set in the late 1950s, the coming-of-age story follows four Brooklyn teenagers known as The Lords of Flatbush. The Lords chase girls, steal cars, play pool and hang out at a local malt shop. The film focuses on Chico (King) attempting to win over Jane (Susan Blakely), a girl who wants little to do with him, and Stanley (Stallone), who impregnates his girlfriend Frannie, who wants him to marry her.",['Comedy'],/nW7lC5IrrylvU8inAz8aodnkYxQ.jpg,1974
3591,Mr. Mom,Stan Dragoti,"[('Jack Butler', 'Michael Keaton'), ('Caroline Butler', 'Teri Garr'), ('Alex', 'Fred Koehler')]","Jack and Caroline are a couple making a decent living When Jack suddenly loses his job. They agree that he should stay at home and look after the house while Caroline works. It's just that he's never done it before, and really doesn't have a clue...","['Comedy', 'Drama']",/8w2QCXAvz0whhlVFk0lsw01lqFK.jpg,1983
3592,Time Masters (Les Maîtres du Temps),René Laloux,"[('Jaffar (voice)', 'Jean Valmont'), ('Silbad (voice)', 'Michel Elias'), ('Piel (voice)', 'Frédéric Legros')]","On planet Perdide, an attack of giant hornets leaves Piel – a young boy – alone in a wrecked car with his dying father. A mayday message reaches their friend Jaffar, an adventurer travelling through space. On board Jaffar’s shuttle are the renegade Prince Matton, his fiancée, and Silbad who knows the planet Perdide well. Thus begins an incredible race across space to save Piel…  René Laloux, the director of Fantastic Planet [La Planète sauvage], created Les Maîtres du temps, his penultimate animated feature film, in 1982. A huge hit in France at the time of its release, it combines Laloux’s famous imagination with that of animation designer Jean Giraud (aka Moebius).  Les Maîtres du temps is a finely animated metaphysical rescue mission, previously seen in English-speaking countries as a dubbed version entitled Time Masters.","['Animation', 'Sci-Fi']",/7YNxKOswyPzaVXN1Qu9EKTVMrwy.jpg,1982
3593,Battlefield Earth,Roger Christian,"[('Terl', 'John Travolta'), ('Jonnie Goodboy Tyler', 'Barry Pepper'), ('Ker', 'Forest Whitaker')]","In the year 3000, man is no match for the Psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. Led by the powerful Terl, the Psychlos are stripping Earth clean of its natural resources, using the broken remnants of humanity as slaves. What is left of the human race has descended into a near primitive state. After being captured, it is up to Tyler to save mankind.","['Action', 'Sci-Fi']",/neMUscYddxr4cP8wnRHRMLcWS0A.jpg,2000
3594,Center Stage,Nicholas Hytner,"[('Jody Sawyer', 'Amanda Schull'), ('Eva Rodríguez', 'Zoe Saldana'), ('Maureen Cummings', 'Susan May Pratt')]",A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,['Drama'],/hCR9r2hE0woymx62pymQ0Bs4mk7.jpg,2000
3595,Held Up,Steve Rash,"[('Michael', 'Jamie Foxx'), ('Rae', 'Nia Long'), ('Pembry', 'Barry Corbin')]","While they're on vacation in the Southwest, Rae finds out her man Michael spent their house money on a classic car, so she dumps him, hitching a ride to Vegas for a flight home. A kid promptly steals Michael's car, leaving him at the Zip &amp; Sip, a convenience store. Three bumbling robbers promptly stage a hold up. Two take off with the cash stranding the third, with a mysterious crate, just as the cops arrive. The robber takes the store hostage. As incompetent cops bring in a SWAT team and try a by-the-book rescue, Michael has to keep the robber calm, find out what's in the crate, aid the negotiations, and get back to Rae. The Stockholm Syndrome asserts its effect.",['Comedy'],/sCVpxfI9NnjJ5lqjxa1Ccg84xKp.jpg,2000
3596,Screwed,Scott Alexander,"[('Willard Fillmore', 'Norm Macdonald'), ('Rusty P. Hayes', 'Dave Chappelle'), ('Grover Cleaver', 'Danny DeVito')]","A chauffeur kidnaps his rich boss's dog to hold it for ransom, but when she accidentally gets the dog back, she thinks that it's the chauffeur who's been kidnapped.",['Comedy'],/ufR8uH9GsweCGP1i2Npoze2VmBM.jpg,2000
3597,Whipped,Peter M. Cohen,"[('Mia', 'Amanda Peet'), ('Brad', 'Brian Van Holt'), ('Jonathan', 'Jonathan Abrahams')]","Three to one may sound like fairly good odds, but it depends on the game. When the ""one"" is one very irresistible woman and the ""three"" are three hopelessly smitten guys, the deck is pretty stacked. In the battle of the sexes, the first rule is to never underestimate the power of a woman.",['Comedy'],/jIVMqADXH1fEAlf8K19FoDZYh0U.jpg,2000
3598,Hamlet,Michael Almereyda,"[('Hamlet', 'Ethan Hawke'), ('Claudius', 'Kyle MacLachlan'), ('Gertrude', 'Diane Venora')]",Modern day adaptation of Shakespeare's immortal story about Hamlet's plight to avenge his father's murder in New York City.,['Drama'],/a3HqftcLkzbniE3mpDARSYQSXyx.jpg,2000
3599,Anchors Aweigh,George Sidney,"[('Clarence Doolittle', 'Frank Sinatra'), ('Susan Abbott', 'Kathryn Grayson'), ('Joseph Brady', 'Gene Kelly')]","Two sailors, Joe (Kelly) and Clarence (Sinatra) have four days shore leave in spend their shore leave trying to get a girl for Clarence. Clarence has his eye on a girl with musical aspirations, and before Joe can stop him, promises to get her an audition with José Iturbi. But the trouble really starts when Joe realizes he's falling for his buddy's girl.","['Comedy', 'Musical']",/ps9TtJqKMLoxCgGy1zywztFWWMl.jpg,1945
3600,Blue Hawaii,Norman Taurog,"[('Chad Gates', 'Elvis Presley'), ('Maile Duval', 'Joan Blackman'), ('Sarah Lee Gates', 'Angela Lansbury')]","Chad Gates has just gotten out of the Army, and is happy to be back in Hawaii with his surf-board, his beach buddies, and his girlfriend.","['Comedy', 'Musical']",/uWrU4ZrvzZGoEFOCcsEcUWqbdtG.jpg,1961
3601,"Castaway Cowboy, The",Vincent McEveety,"[('Lincoln Costain', 'James Garner'), ('Henrietta MacAvoy', 'Vera Miles'), (""Booton 'Little Maca' MacAvoy"", 'Eric Shea')]",Wayward Texas cowboy (James Garner) washes up on the beaches of Hawaii and is taken home by an fatherless boy. He saves the family's business while romancing the single mom (Vera Miles).,"['Comedy', 'Western']",/93C3EgfpfAFMUDHxsvq2M6SlknB.jpg,1974
3602,G. I. Blues,Norman Taurog,"[('Tulsa McLean', 'Elvis Presley'), ('Lili', 'Juliet Prowse'), ('Cookie', 'Robert Ivers')]","In Frankfurt, the G.I. Tulsa McLean (Elvis Presley) bets all the money his friends Cookie (Robert Ivers) and Rick (James Douglas) and he are saving to buy a night-club of their own in USA that his mate Dynamite will seduce and spend a night with the untouchable cabaret dancer Lili (Juliet Prowse). When Dynamite is transferred to Alaska, Tulsa has to replace him in the bet.",['Musical'],/qzqkxHLwXHXq8wq3Pp4FxHs5H9I.jpg,1960
3603,"Gay Deceivers, The",Bruce Kessler,"[('Danny Devlin', 'Kevin Coughlin'), ('Karen', 'Brooke Bundy'), ('Elliot Crane (as Larry Casey)', 'Lawrence P. Casey')]","Danny and Elliot avoid military service by pretending to be gay, but they have to act the part when the recruiting officer doesn't buy it.",['Comedy'],/8WyfCLc11EWWQJ3Rmjiv4Xy0EHX.jpg,1969
3604,Gypsy,Mervyn LeRoy,"[('Louise Hovick - aka Gypsy Rose Lee', 'Natalie Wood'), ('Rose Hovick', 'Rosalind Russell'), ('Herbie Sommers', 'Karl Malden')]","Based on the Broadway hit about the life and times of burlesque dancer Gypsy Rose Lee and her aggressive stage mother, Mama Rose.",['Musical'],/nCKRooUMstAoFWe8LkGfcZTJRUs.jpg,1962
3605,King Creole,Michael Curtiz,"[('Danny Fisher', 'Elvis Presley'), ('Ronnie', 'Carolyn Jones'), ('Maxie Fields', 'Walter Matthau')]","Danny Fisher, young delinquent, flunks out of high school. He quits his job as a busboy in a nightclub, and one night he gets the chance to perform. Success is imminent and the local crime boss Maxie Fields wants to hire him to perform at his night club The Blue Shade. Danny refuses, but Fields won't take no for an answer.","['Drama', 'Musical']",/6gLLv2ElmTNFXzsiTZwOaAtoSVU.jpg,1958
3606,On the Town,Stanley Donen,"[('Gabey', 'Gene Kelly'), ('Chip', 'Frank Sinatra'), ('Ozzie', 'Jules Munshin')]","Three sailors - Gabey, Chip and Ozzie - let loose on a 24-hour pass in New York and the Big Apple will never be the same! Gabey falls head over heels for ""Miss Turnstiles of the Month"" (he thinks she's a high society deb when she's really a 'cooch dancer at Coney Island); innocent Chip gets highjacked (literally) by a lady cab driver; and Ozzie becomes the object of interest of a gorgeous anthropologist who thinks he's the perfect example of a ""prehistoric man"". Wonderful music and terrific shots of New York at its best.",['Musical'],/1nzJskheUXOZYmfVkbqFgbChH0e.jpg,1949
3607,One Little Indian,Bernard McEveety,"[('Keyes', 'James Garner'), ('Doris', 'Vera Miles'), ('Capt. Stewart', 'Pat Hingle')]",An Army deserter (James Garner) flees by camel across the desert with a white boy (Clay O'Brien) raised by Indians.,"['Comedy', 'Drama', 'Western']",/9wvojM2AKUtzXXIaZObUVNp1Ykw.jpg,1973
3608,Pee-wee's Big Adventure,Tim Burton,"[('Pee-wee Herman', 'Paul Reubens'), ('Dottie', 'E.G. Daily'), ('Francis', 'Mark Holton')]","The eccentric and childish Pee-wee Herman embarks on a big adventure when his beloved bicycle is stolen. Armed with information from a fortune-teller and a relentless obsession with his prized possession, Pee-wee encounters a host of odd characters and bizarre situations as he treks across the country to recover his bike.",['Comedy'],/fg6E0mZs6qCiyEAYdChR6xQ0Yz0.jpg,1985
3609,Regret to Inform,Barbara Sonneborn,[],"In this film made over ten years, filmmaker Barbara Sonneborn goes on a pilgrimage to the Vietnamese countryside where her husband was killed. She and translator (and fellow war widow) Xuan Ngoc Nguyen explore the meaning of war and loss on a human level. The film weaves interviews with Vietnamese and American widows into a vivid testament to the legacy of war.",['Documentary'],/jX5KdaB827m3U9YcYcJlyOPl9YA.jpg,1998
3610,Roustabout,John Rich,"[('Charlie Rogers', 'Elvis Presley'), ('Maggie Morgan', 'Barbara Stanwyck'), ('Joe Lean', 'Leif Erickson')]","Elvis plays a bad-boy singer roaming the highways on his Japanese motorcycle; laid up after an accident, he joins a carnival owned by the feisty Barbara Stanwyck.",['Musical'],/o1NuU0ExNiOt57mSN6WS6Zr1Hnd.jpg,1964
3611,Saludos Amigos,William Roberts,"[('Joe Carioca', 'José Oliveira'), ('Narrator', 'Fred Shields'), ('Goofy (voice) (archive footage) (uncredited)', 'Pinto Colvig')]","Live-action segments show members of the Disney staff touring South America and recording their impressions in sketches. These segue into four animated sections: ""Lake Titicaca"" depicts tourist Donald Duck's troubles with a stubborn llama; and in ""Aquarela do Brasil,"" Jose Carioca shows Donald the sights and sound of Rio de Janeiro.","['Animation', ""Children's"", 'Comedy']",/ymwQgTSLExdlvOGnQ0doD5alWVj.jpg,1943
3612,"Slipper and the Rose, The",Bryan Forbes,"[('Cinderella', 'Gemma Craven'), ('Stepmother', 'Margaret Lockwood'), ('King', 'Michael Hordern')]","In the tiny kingdom of Euphrania, the King and his court are most anxious to get Prince Edward wed. But Edward wants to marry for love. Meanwhile, young Cinderella finds life drastically altered with her father's death as she's forced to be a servant in her own house. But a cheery fairy godmother helps her with her impossible tasks, and even gets her to take an evening out at the King's bride-fin","['Adventure', 'Musical', 'Romance']",/lxPdLUn0ssIhD7TVZHCwTR22nbY.jpg,1976
3613,Things Change,David Mamet,"[('Gino', 'Don Ameche'), ('Jerry', 'Joe Mantegna'), (""Joseph 'Don Giuseppe' Vincent"", 'Robert Prosky')]","Jerry, a misfit Mafia henchman, is assigned the low-level job of keeping an eye on Gino, a shoe repairman fingered by the Mob to confess to a murder he didn't commit. But Gino's mistaken for a Mafia boss, and the two are suddenly catapulted to the highest levels of mobster status. Only friendship will see them through this dangerous adventure alive!",['Comedy'],/rJZEpf9YBsXkqDoiN83V5LdyBdK.jpg,1988
3614,Honeymoon in Vegas,Andrew Bergman,"[('Jack Singer', 'Nicolas Cage'), ('Tommy Korman', 'James Caan'), ('Betsy / Donna', 'Sarah Jessica Parker')]","On her deathbed, a mother makes her son promise never to get married, which scars him with psychological blocks to a commitment with his girlfriend. They finally decide to tie the knot in Vegas, but a wealthy gambler arranges for the man to lose $65K in a poker game and offers to clear the debt for a weekend with his fiancée.","['Comedy', 'Romance']",/9D6ZOO5cL4qk1J98IISAzYIh4df.jpg,1992
3615,Dinosaur,Ralph Zondag,"[('Aladar (voice)', 'D. B. Sweeney'), ('Plio (voice)', 'Alfre Woodard'), ('Yar (voice)', 'Ossie Davis')]",An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,"['Animation', ""Children's""]",/jZDp3C5howi40aCeqXDJliodXk9.jpg,2000
3616,Loser,Amy Heckerling,"[('Paul Tannek', 'Jason Biggs'), ('Dora Diamond', 'Mena Suvari'), ('Adam', 'Zak Orth')]","On a university scholarship, a good natured student from the midwest gets a crash course in city life while dealing with three evil roommates. He befriends a virtually homeless college student whom he falls for, but she's dating a nasty professor.","['Comedy', 'Romance']",/b3aYI05e1iAc7ouFeBpSUQADxsi.jpg,2000
3617,Road Trip,Todd Phillips,"[('Josh Parker', 'Breckin Meyer'), ('E.L.', 'Seann William Scott'), ('Beth Wagner', 'Amy Smart')]",Four friends take off on an 1800 mile road trip to retrieve an illicit tape mistakenly mailed to a girl friend.,['Comedy'],/DCoZVnHVvtKTYwfM00dfVRbfUQ.jpg,2000
3618,Small Time Crooks,Woody Allen,"[('Ray', 'Woody Allen'), ('Candy Salesperson', 'Carolyn Saxon'), ('Frenchy', 'Tracey Ullman')]",A loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success.,['Comedy'],/ruZ7TOYaPPsNPyNHuYrpkmsHKbw.jpg,2000
3619,"Hollywood Knights, The",Floyd Mutrux,"[('Newbomb Turk', 'Robert Wuhl'), ('Duke', 'Tony Danza'), ('Sally', 'Fran Drescher')]","Led by their comedic and pranking leader, Newbomb Turk, the Hollywood Knights car gang raise hell throughout Beverly Hills on Halloween Night, 1965. Everything from drag racing to Vietnam to high school love.",['Comedy'],/aYwg1OtY0wn6mSTHnXkFyhufQn7.jpg,1980
3620,"Myth of Fingerprints, The",Bart Freundlich,"[('Lena', 'Blythe Danner'), ('Cezanne', 'James Le Gros'), ('Mia', 'Julianne Moore')]","When a New England dysfunctional family gathers for Thanksgiving, past demons reveal themselves as one son returns for the first time in three years.","['Comedy', 'Drama']",/dmRngxOlNiEG8oHo4Hd2ZLr6O9P.jpg,1997
3621,Possession,Andrzej Żuławski,"[('Anna / Helen', 'Isabelle Adjani'), ('Mark', 'Sam Neill'), ('Margit Gluckmeister', 'Margit Carstensen')]","A young woman left her family for an unspecified reason. The husband determines to find out the truth and starts following his wife. At first, he suspects that a man is involved. But gradually, he finds out more and more strange behaviors and bizarre incidents that indicate something more than a possessed love affair.","['Drama', 'Horror']",/lkXmD45Rte2buZ3si2rbBf8BEDj.jpg,1981
